Satisfied,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Seat_Comfort,Catering,Cleanliness,Online_Support,Onboard_Service,Travel_Distance(km),delay(seconds),num_sat,ID
no,M,58,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Good,Acceptable,220,0,0,98890741
yes,F,24,Young Adult,loyal,pers,premium,Poor,Poor,Good,Good,Good,210,0,1,98890742
yes,M,56,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,188,251,1,98890743
yes,F,33,Middle,loyal,pers,regular,Poor,Poor,Poor,Acceptable,Acceptable,181,0,1,98890746
no,F,37,Middle,infrequent,biz,premium,Good,Good,Acceptable,Poor,Acceptable,230,1,0,98890748
yes,F,54,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,86,13,1,98890749
yes,F,31,Middle,loyal,pers,premium,Good,Good,Good,Good,Good,231,0,1,98890750
yes,F,21,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Good,214,2,1,98890757
no,M,19,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Good,158,18,0,98890762
yes,M,35,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Poor,Good,213,16,1,98890763
no,F,26,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Good,Poor,416,7,0,98890765
no,M,19,Young Adult,loyal,pers,premium,Poor,Poor,Good,Poor,Acceptable,160,0,0,98890766
no,F,32,Middle,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Acceptable,163,0,0,98890767
yes,M,32,Middle,loyal,biz,premium,Good,Good,Poor,Poor,Acceptable,198,74,1,98890768
yes,F,67,Elder,loyal,pers,premium,Acceptable,Acceptable,Good,Good,Good,215,1,1,98890771
yes,M,24,Young Adult,loyal,biz,regular,Poor,Poor,Good,Good,Good,481,0,1,98890778
yes,M,46,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,206,0,1,98890779
yes,F,42,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,403,1,1,98890781
no,M,43,Middle,loyal,pers,premium,Poor,Poor,Poor,Good,Acceptable,137,72,0,98890783
no,F,39,Middle,loyal,biz,premium,Acceptable,Good,Acceptable,Acceptable,Acceptable,392,4,0,98890785
no,M,37,Middle,loyal,biz,regular,Poor,Good,Good,Poor,Good,269,0,0,98890786
yes,F,54,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,296,0,1,98890787
yes,M,47,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,362,1,1,98890788
no,M,61,Elder,loyal,pers,regular,Poor,Poor,Good,Poor,Good,188,6,0,98890792
yes,F,35,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,218,160,1,98890794
no,M,70,Elder,loyal,biz,premium,Acceptable,Good,Acceptable,Acceptable,Acceptable,162,56,0,98890802
yes,F,19,Young Adult,loyal,pers,premium,Acceptable,Poor,Good,Good,Good,236,0,1,98890804
yes,F,44,Middle,infrequent,biz,premium,Good,Good,Good,Good,Good,244,55,1,98890806
yes,M,43,Middle,infrequent,biz,regular,Good,Good,Good,Poor,Good,247,0,1,98890808
no,M,46,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Good,174,0,0,98890809
yes,M,38,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,145,1,1,98890810
yes,F,58,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,250,168,1,98890814
yes,M,29,Young Adult,loyal,biz,regular,Good,Good,Good,Good,Good,310,2,1,98890816
no,F,38,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Poor,169,0,0,98890819
no,F,57,Upper Age,loyal,pers,regular,Good,Good,Poor,Good,Poor,116,6,0,98890821
yes,M,43,Middle,loyal,biz,premium,Acceptable,Good,Good,Good,Acceptable,171,0,1,98890822
no,F,40,Middle,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Poor,129,0,0,98890824
no,M,36,Middle,loyal,biz,regular,Poor,Good,Poor,Acceptable,Poor,319,45,0,98890825
yes,M,48,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,95,0,1,98890830
yes,M,29,Young Adult,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Poor,296,0,1,98890832
yes,F,47,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,262,1,1,98890834
yes,F,45,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,398,144,1,98890835
yes,F,31,Middle,loyal,biz,premium,Good,Good,Poor,Good,Good,238,4,1,98890836
yes,F,24,Young Adult,loyal,pers,premium,Good,Good,Good,Poor,Good,203,8,1,98890837
yes,M,41,Middle,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,184,0,1,98890841
no,F,77,Elder,loyal,biz,regular,Poor,Acceptable,Poor,Acceptable,Poor,172,0,0,98890842
yes,M,40,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,138,39,1,98890844
no,F,61,Elder,infrequent,biz,premium,Poor,Poor,Acceptable,Acceptable,Poor,122,0,0,98890845
yes,M,54,Upper Age,loyal,biz,regular,Good,Good,Poor,Poor,Poor,184,0,1,98890846
no,M,23,Young Adult,infrequent,biz,regular,Good,Good,Poor,Poor,Good,143,0,0,98890851
no,F,48,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Good,Acceptable,254,0,0,98890853
yes,M,27,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,212,0,1,98890855
no,M,53,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,164,16,0,98890856
yes,F,32,Middle,loyal,biz,regular,Good,Good,Good,Good,Acceptable,290,13,1,98890858
no,M,64,Elder,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,220,5,0,98890861
yes,F,26,Young Adult,loyal,pers,premium,Good,Acceptable,Good,Good,Good,159,0,1,98890862
yes,M,30,Middle,loyal,biz,regular,Poor,Poor,Poor,Good,Good,367,14,1,98890863
yes,F,70,Elder,loyal,pers,premium,Poor,Poor,Good,Good,Good,72,35,1,98890864
yes,F,30,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Acceptable,318,0,1,98890865
yes,F,37,Middle,loyal,biz,premium,Good,Good,Poor,Good,Poor,170,0,1,98890867
no,F,50,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,250,1,0,98890869
no,M,54,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,408,36,0,98890871
no,M,44,Middle,loyal,biz,premium,Poor,Good,Poor,Acceptable,Poor,57,13,0,98890873
yes,F,52,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,185,0,1,98890874
yes,F,69,Elder,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,64,0,1,98890879
no,M,40,Middle,loyal,pers,regular,Poor,Poor,Good,Good,Good,170,21,0,98890881
yes,F,30,Middle,loyal,biz,premium,Good,Good,Good,Acceptable,Acceptable,235,0,1,98890883
no,M,48,Upper Age,loyal,pers,regular,Poor,Poor,Good,Poor,Good,198,175,0,98890884
yes,M,25,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Acceptable,178,2,1,98890885
no,M,43,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Poor,182,14,0,98890887
no,M,61,Elder,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Poor,345,16,0,98890889
no,M,38,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Acceptable,239,73,0,98890890
no,M,47,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Poor,Poor,122,0,0,98890891
no,F,29,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Poor,Poor,228,70,0,98890897
yes,M,25,Young Adult,infrequent,biz,premium,Good,Good,Good,Poor,Poor,221,4,1,98890902
yes,F,29,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Acceptable,238,48,1,98890903
yes,F,53,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,209,18,1,98890904
yes,F,38,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,286,0,1,98890905
no,M,33,Middle,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Good,289,187,0,98890906
yes,M,54,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,368,257,1,98890907
no,F,24,Young Adult,loyal,pers,premium,Acceptable,Acceptable,Good,Poor,Good,166,0,0,98890911
no,M,23,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Poor,Poor,206,130,0,98890913
no,M,20,Young Adult,loyal,pers,premium,Poor,Poor,Acceptable,Poor,Poor,201,21,0,98890920
no,F,38,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Poor,Good,164,5,0,98890921
yes,M,50,Upper Age,loyal,biz,premium,Good,Poor,Poor,Good,Poor,246,0,1,98890925
no,F,58,Upper Age,infrequent,biz,premium,Good,Good,Good,Poor,Acceptable,197,0,0,98890928
yes,M,44,Middle,loyal,biz,premium,Poor,Poor,Good,Poor,Good,280,0,1,98890929
yes,M,41,Middle,loyal,biz,premium,Good,Poor,Good,Good,Poor,150,53,1,98890930
no,M,26,Young Adult,loyal,pers,regular,Good,Good,Good,Good,Poor,104,12,0,98890931
no,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Good,Poor,82,0,0,98890933
yes,F,69,Elder,loyal,pers,regular,Good,Good,Good,Poor,Good,90,19,1,98890934
yes,M,52,Upper Age,loyal,biz,premium,Good,Good,Acceptable,Good,Acceptable,186,0,1,98890936
yes,M,61,Elder,loyal,biz,regular,Poor,Poor,Good,Poor,Good,181,0,1,98890940
no,F,38,Middle,loyal,biz,premium,Acceptable,Good,Acceptable,Acceptable,Acceptable,220,36,0,98890941
no,M,51,Upper Age,loyal,pers,regular,Good,Good,Good,Poor,Good,165,0,0,98890942
no,M,50,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Acceptable,126,0,0,98890943
yes,F,39,Middle,loyal,biz,premium,Good,Acceptable,Poor,Good,Poor,249,11,1,98890945
no,F,30,Middle,infrequent,biz,premium,Poor,Poor,Acceptable,Good,Poor,126,140,0,98890947
no,F,23,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Poor,Good,Poor,200,3,0,98890950
no,F,58,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,62,0,0,98890951
no,M,42,Middle,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,308,11,0,98890952
no,M,67,Elder,loyal,pers,premium,Good,Good,Good,Good,Good,318,41,0,98890953
no,M,46,Upper Age,loyal,biz,premium,Acceptable,Good,Poor,Acceptable,Poor,143,31,0,98890954
no,F,40,Middle,loyal,biz,premium,Poor,Acceptable,Poor,Acceptable,Poor,291,0,0,98890955
no,M,24,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Acceptable,Good,97,27,0,98890958
no,M,26,Young Adult,loyal,biz,regular,Poor,Good,Acceptable,Poor,Poor,369,0,0,98890960
no,M,44,Middle,infrequent,biz,regular,Poor,Poor,Good,Poor,Poor,208,140,0,98890965
no,M,30,Middle,loyal,pers,regular,Acceptable,Acceptable,Acceptable,Acceptable,Good,231,80,0,98890967
yes,F,43,Middle,loyal,biz,premium,Poor,Good,Good,Good,Good,108,13,1,98890968
yes,M,33,Middle,loyal,biz,regular,Poor,Poor,Acceptable,Good,Poor,323,172,1,98890969
yes,F,41,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,312,0,1,98890971
yes,M,37,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,261,15,1,98890972
yes,F,44,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,86,11,1,98890974
no,F,28,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,367,0,0,98890975
no,F,48,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,142,233,0,98890977
yes,F,30,Middle,loyal,biz,premium,Good,Good,Good,Good,Acceptable,384,0,1,98890978
yes,F,21,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Good,182,0,1,98890979
no,M,50,Upper Age,loyal,biz,premium,Acceptable,Poor,Poor,Acceptable,Poor,166,61,0,98890981
no,M,47,Upper Age,loyal,pers,regular,Poor,Poor,Good,Good,Good,116,0,0,98890983
no,M,48,Upper Age,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Acceptable,224,12,0,98890984
no,F,59,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,80,34,0,98890988
yes,F,39,Middle,loyal,biz,regular,Good,Good,Poor,Good,Good,186,8,1,98890989
no,F,29,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Good,Good,208,5,0,98890990
no,M,27,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Poor,Poor,168,4,0,98890992
yes,M,54,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,308,23,1,98890993
yes,M,42,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Good,242,12,1,98891000
yes,M,44,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Poor,182,85,1,98891005
yes,M,24,Young Adult,loyal,biz,premium,Poor,Poor,Good,Good,Good,174,1,1,98891007
yes,F,34,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,370,0,1,98891009
no,M,22,Young Adult,infrequent,biz,premium,Acceptable,Good,Poor,Poor,Poor,196,65,0,98891011
yes,M,25,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,246,0,1,98891012
yes,M,28,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Acceptable,152,0,1,98891013
yes,F,54,Upper Age,loyal,pers,regular,Good,Good,Good,Good,Good,51,0,1,98891018
yes,M,27,Young Adult,infrequent,biz,premium,Good,Good,Acceptable,Poor,Acceptable,438,0,1,98891019
yes,M,52,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,290,78,1,98891020
yes,F,21,Young Adult,infrequent,biz,premium,Good,Acceptable,Good,Poor,Good,239,14,1,98891021
no,M,65,Elder,loyal,pers,premium,Good,Good,Good,Poor,Good,201,0,0,98891023
no,F,25,Young Adult,infrequent,biz,premium,Good,Good,Acceptable,Acceptable,Poor,185,30,0,98891027
no,F,35,Middle,loyal,pers,premium,Good,Good,Good,Acceptable,Good,155,17,0,98891028
yes,F,48,Upper Age,loyal,biz,premium,Good,Poor,Good,Acceptable,Good,94,1,1,98891031
no,F,37,Middle,loyal,biz,regular,Poor,Good,Acceptable,Poor,Acceptable,148,11,0,98891032
yes,F,54,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,240,0,1,98891034
yes,M,43,Middle,loyal,biz,premium,Good,Acceptable,Good,Good,Good,337,38,1,98891036
yes,M,51,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,76,0,1,98891040
no,M,22,Young Adult,loyal,pers,premium,Poor,Acceptable,Good,Good,Acceptable,217,23,0,98891043
yes,F,21,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,234,40,1,98891044
yes,F,54,Upper Age,loyal,biz,premium,Poor,Poor,Good,Acceptable,Good,374,0,1,98891045
yes,F,29,Young Adult,loyal,pers,regular,Poor,Poor,Good,Good,Good,118,2,1,98891048
yes,F,42,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,202,2,1,98891051
yes,M,38,Middle,loyal,biz,regular,Good,Good,Good,Good,Good,365,4,1,98891054
yes,M,45,Middle,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,225,70,1,98891055
no,M,55,Upper Age,loyal,pers,premium,Poor,Poor,Good,Acceptable,Good,191,0,0,98891058
yes,M,46,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,347,0,1,98891061
yes,F,23,Young Adult,loyal,biz,premium,Good,Good,Poor,Good,Good,373,0,1,98891062
no,M,62,Elder,loyal,pers,premium,Poor,Poor,Good,Acceptable,Good,174,47,0,98891064
yes,M,59,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,314,15,1,98891065
yes,M,27,Young Adult,loyal,biz,regular,Acceptable,Acceptable,Poor,Good,Good,381,96,1,98891068
yes,F,35,Middle,loyal,biz,premium,Poor,Poor,Acceptable,Good,Acceptable,364,12,1,98891071
no,M,56,Upper Age,loyal,biz,regular,Acceptable,Poor,Good,Acceptable,Poor,153,110,0,98891074
no,M,22,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Poor,Good,Good,177,0,0,98891077
no,M,39,Middle,loyal,biz,regular,Good,Poor,Good,Good,Poor,230,14,0,98891079
no,F,35,Middle,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,78,0,0,98891082
yes,F,51,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,272,51,1,98891084
yes,F,69,Elder,loyal,pers,regular,Good,Good,Acceptable,Good,Acceptable,99,2,1,98891086
yes,M,30,Middle,loyal,pers,regular,Good,Poor,Good,Poor,Acceptable,138,0,1,98891087
yes,F,33,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Good,116,33,1,98891099
no,M,22,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Poor,Good,226,0,0,98891102
yes,F,68,Elder,loyal,pers,regular,Good,Good,Good,Good,Good,89,0,1,98891103
no,M,26,Young Adult,infrequent,biz,premium,Good,Acceptable,Acceptable,Good,Acceptable,176,23,0,98891104
no,M,32,Middle,loyal,biz,regular,Poor,Poor,Good,Poor,Good,192,7,0,98891106
yes,M,25,Young Adult,infrequent,biz,regular,Good,Good,Good,Good,Acceptable,239,20,1,98891107
yes,F,62,Elder,loyal,biz,premium,Poor,Poor,Good,Acceptable,Good,72,0,1,98891108
yes,M,32,Middle,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,229,23,1,98891109
no,F,46,Upper Age,infrequent,biz,premium,Poor,Poor,Good,Good,Good,279,1,0,98891110
yes,M,52,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,123,25,1,98891111
no,M,30,Middle,loyal,biz,regular,Poor,Poor,Poor,Poor,Acceptable,251,89,0,98891112
no,F,49,Upper Age,infrequent,biz,regular,Poor,Poor,Good,Good,Good,194,0,0,98891113
yes,M,33,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,242,20,1,98891114
no,F,37,Middle,loyal,biz,regular,Acceptable,Good,Acceptable,Acceptable,Acceptable,265,61,0,98891115
yes,F,42,Middle,loyal,pers,premium,Poor,Poor,Good,Good,Poor,79,118,1,98891116
no,M,18,Young Adult,loyal,biz,premium,Poor,Acceptable,Good,Poor,Poor,355,0,0,98891117
yes,F,43,Middle,loyal,biz,regular,Good,Good,Acceptable,Good,Acceptable,98,0,1,98891121
no,M,26,Young Adult,infrequent,biz,premium,Acceptable,Good,Acceptable,Acceptable,Poor,386,58,0,98891122
yes,M,47,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,50,7,1,98891130
yes,F,45,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Good,318,0,1,98891132
yes,M,38,Middle,loyal,biz,premium,Good,Poor,Good,Good,Poor,150,0,1,98891136
yes,M,50,Upper Age,loyal,biz,regular,Good,Poor,Good,Good,Acceptable,209,0,1,98891137
no,F,29,Young Adult,loyal,biz,premium,Poor,Poor,Acceptable,Poor,Good,154,1,0,98891138
yes,M,33,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,301,0,1,98891140
yes,F,49,Upper Age,loyal,pers,premium,Poor,Poor,Acceptable,Good,Acceptable,92,0,1,98891141
no,F,34,Middle,infrequent,biz,regular,Poor,Poor,Good,Good,Poor,181,1,0,98891143
yes,M,41,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,102,6,1,98891145
yes,M,57,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,348,13,1,98891146
no,M,25,Young Adult,loyal,biz,premium,Poor,Poor,Good,Poor,Acceptable,158,142,0,98891149
no,M,61,Elder,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,273,0,0,98891150
yes,F,18,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Good,Good,402,0,1,98891152
no,M,68,Elder,loyal,pers,regular,Acceptable,Acceptable,Good,Acceptable,Good,187,3,0,98891154
no,F,29,Young Adult,infrequent,biz,premium,Acceptable,Acceptable,Good,Acceptable,Poor,205,5,0,98891157
yes,F,48,Upper Age,loyal,biz,premium,Poor,Poor,Poor,Good,Poor,140,0,1,98891159
yes,F,45,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,109,0,1,98891160
no,M,37,Middle,loyal,pers,premium,Poor,Poor,Poor,Poor,Good,100,65,0,98891162
no,M,57,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,64,76,0,98891165
no,F,48,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Acceptable,Good,Acceptable,280,3,0,98891167
no,F,45,Middle,loyal,biz,premium,Poor,Poor,Poor,Acceptable,Poor,88,10,0,98891172
yes,F,42,Middle,loyal,biz,regular,Good,Acceptable,Good,Acceptable,Good,86,71,1,98891173
yes,F,50,Upper Age,loyal,biz,premium,Acceptable,Acceptable,Good,Good,Good,180,0,1,98891180
no,M,40,Middle,loyal,biz,regular,Poor,Good,Poor,Good,Poor,302,0,0,98891182
no,M,18,Young Adult,loyal,pers,regular,Poor,Poor,Acceptable,Acceptable,Poor,204,3,0,98891186
yes,M,49,Upper Age,loyal,biz,regular,Poor,Poor,Good,Good,Good,61,0,1,98891190
no,M,67,Elder,loyal,pers,regular,Poor,Good,Good,Good,Poor,123,0,0,98891191
yes,M,59,Upper Age,loyal,biz,regular,Poor,Poor,Acceptable,Acceptable,Acceptable,367,2,1,98891192
no,M,39,Middle,infrequent,biz,premium,Good,Good,Good,Good,Poor,162,0,0,98891193
no,M,23,Young Adult,loyal,pers,regular,Poor,Poor,Good,Poor,Good,330,0,0,98891195
yes,F,34,Middle,loyal,biz,regular,Good,Acceptable,Good,Good,Poor,163,2,1,98891196
no,F,19,Young Adult,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Acceptable,191,6,0,98891198
yes,M,48,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,178,2,1,98891199
no,M,42,Middle,loyal,biz,premium,Poor,Acceptable,Acceptable,Poor,Acceptable,231,0,0,98891200
no,M,32,Middle,loyal,biz,regular,Good,Acceptable,Acceptable,Good,Poor,194,7,0,98891201
yes,M,52,Upper Age,loyal,biz,regular,Poor,Poor,Poor,Good,Poor,288,10,1,98891209
no,F,36,Middle,infrequent,biz,premium,Good,Good,Good,Poor,Good,217,0,0,98891215
yes,F,29,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,208,0,1,98891216
yes,M,45,Middle,loyal,biz,premium,Poor,Poor,Good,Good,Good,278,20,1,98891217
yes,F,56,Upper Age,loyal,biz,premium,Acceptable,Poor,Good,Good,Good,148,0,1,98891218
yes,F,67,Elder,loyal,pers,premium,Poor,Poor,Good,Good,Good,197,0,1,98891219
yes,M,53,Upper Age,loyal,biz,premium,Poor,Acceptable,Good,Good,Good,380,0,1,98891221
no,F,26,Young Adult,infrequent,biz,regular,Poor,Poor,Poor,Poor,Acceptable,182,0,0,98891224
yes,F,27,Young Adult,loyal,pers,premium,Good,Good,Good,Good,Good,149,79,1,98891225
no,F,20,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,147,13,0,98891230
no,F,22,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Good,Poor,Acceptable,231,134,0,98891232
yes,M,48,Upper Age,loyal,biz,premium,Poor,Poor,Good,Good,Good,179,0,1,98891233
no,M,57,Upper Age,loyal,pers,premium,Acceptable,Acceptable,Acceptable,Acceptable,Good,153,95,0,98891234
no,M,36,Middle,loyal,pers,regular,Acceptable,Acceptable,Good,Poor,Good,286,4,0,98891237
no,M,47,Upper Age,loyal,biz,regular,Acceptable,Poor,Acceptable,Acceptable,Acceptable,251,0,0,98891242
yes,M,24,Young Adult,infrequent,biz,premium,Good,Good,Good,Good,Good,198,0,1,98891243
no,M,26,Young Adult,loyal,pers,premium,Poor,Poor,Good,Acceptable,Acceptable,205,13,0,98891245
yes,F,36,Middle,loyal,biz,premium,Good,Acceptable,Good,Good,Poor,220,0,1,98891248
no,M,38,Middle,infrequent,biz,regular,Acceptable,Acceptable,Poor,Poor,Good,205,12,0,98891253
no,F,34,Middle,loyal,biz,regular,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,217,0,0,98891254
yes,F,29,Young Adult,loyal,biz,premium,Good,Good,Good,Good,Acceptable,239,22,1,98891257
no,F,23,Young Adult,infrequent,biz,regular,Poor,Poor,Good,Good,Good,164,3,0,98891258
no,F,27,Young Adult,infrequent,biz,regular,Acceptable,Acceptable,Acceptable,Good,Poor,209,47,0,98891264
no,F,25,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Poor,Good,238,0,0,98891265
no,M,42,Middle,loyal,biz,regular,Poor,Good,Poor,Acceptable,Poor,237,0,0,98891267
yes,M,45,Middle,loyal,biz,regular,Acceptable,Acceptable,Good,Acceptable,Good,87,7,1,98891270
no,F,27,Young Adult,infrequent,biz,premium,Poor,Poor,Acceptable,Acceptable,Poor,150,0,0,98891271
yes,F,38,Middle,loyal,biz,premium,Good,Good,Good,Good,Good,216,23,1,98891272
yes,M,49,Upper Age,loyal,biz,regular,Good,Good,Good,Good,Good,283,0,1,98891273
yes,M,53,Upper Age,loyal,biz,premium,Good,Good,Good,Good,Good,273,7,1,98891274
no,M,53,Upper Age,loyal,biz,regular,Good,Acceptable,Good,Good,Good,384,5,0,98891275
yes,F,48,Upper Age,loyal,biz,premium,Good,Good,Good,Poor,Good,140,0,1,98891277
no,F,44,Middle,infrequent,biz,regular,Poor,Poor,Poor,Poor,Good,223,0,0,98891278
yes,F,37,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Good,156,16,1,98891279
no,F,23,Young Adult,infrequent,biz,premium,Poor,Poor,Good,Poor,Poor,382,8,0,98891280
yes,F,31,Middle,loyal,pers,regular,Poor,Poor,Acceptable,Good,Acceptable,163,0,1,98891281
yes,F,47,Upper Age,loyal,biz,regular,Acceptable,Acceptable,Good,Good,Good,348,13,1,98891283
no,F,44,Middle,loyal,biz,premium,Poor,Acceptable,Poor,Poor,Poor,176,30,0,98891284
no,F,28,Young Adult,infrequent,biz,regular,Poor,Poor,Acceptable,Good,Good,175,8,0,98891285
yes,F,30,Middle,loyal,biz,regular,Poor,Poor,Good,Good,Acceptable,405,0,1,98891286
