,Gender,Age,Age_Group,Customer_Type,Type_Travel,Seat_Class,Travel_Distance(km),delay(seconds),ID
84822,M,37,Middle,infrequent,biz,premium,177,0,98884823
84823,M,40,Middle,infrequent,biz,premium,198,55,98884824
84825,M,40,Middle,loyal,biz,regular,120,114,98884826
84826,M,24,Young Adult,loyal,biz,premium,223,12,98884827
84827,M,39,Middle,loyal,biz,premium,54,12,98884828
84831,M,39,Middle,infrequent,biz,regular,134,0,98884832
84834,M,45,Middle,loyal,biz,regular,303,228,98884835
84837,M,20,Young Adult,infrequent,biz,premium,212,153,98884838
84838,M,31,Middle,loyal,pers,premium,250,3,98884839
84839,F,37,Middle,loyal,biz,regular,168,0,98884840
84840,M,39,Middle,loyal,biz,regular,193,18,98884841
84842,F,40,Middle,loyal,biz,premium,133,0,98884843
84844,F,50,Upper Age,infrequent,biz,regular,221,0,98884845
84846,F,49,Upper Age,loyal,biz,regular,100,0,98884847
84847,F,40,Middle,loyal,biz,premium,71,0,98884848
84848,M,26,Young Adult,infrequent,biz,regular,303,0,98884849
84849,M,57,Upper Age,loyal,pers,premium,236,0,98884850
84850,M,33,Middle,infrequent,biz,premium,211,6,98884851
84851,F,46,Upper Age,loyal,biz,regular,249,0,98884852
84852,F,56,Upper Age,loyal,biz,regular,101,0,98884853
84854,M,43,Middle,loyal,biz,regular,322,202,98884855
84855,F,31,Middle,loyal,biz,premium,391,51,98884856
84857,F,29,Young Adult,infrequent,biz,regular,184,0,98884858
84859,F,55,Upper Age,loyal,biz,regular,147,3,98884860
84863,F,38,Middle,infrequent,biz,regular,109,0,98884864
84864,M,45,Middle,loyal,pers,premium,164,0,98884865
84866,F,53,Upper Age,loyal,biz,premium,148,0,98884867
84868,M,31,Middle,loyal,biz,premium,348,0,98884869
84869,F,57,Upper Age,loyal,pers,premium,72,71,98884870
84870,F,77,Elder,loyal,biz,regular,235,2,98884871
84872,M,60,Elder,loyal,biz,regular,264,7,98884873
84874,M,33,Middle,loyal,biz,premium,422,80,98884875
84875,F,26,Young Adult,infrequent,biz,premium,242,0,98884876
84877,F,24,Young Adult,infrequent,biz,premium,313,261,98884878
84880,F,48,Upper Age,loyal,biz,premium,257,0,98884881
84882,F,52,Upper Age,loyal,biz,premium,165,0,98884883
84885,M,23,Young Adult,infrequent,biz,premium,205,8,98884886
84887,F,44,Middle,loyal,biz,premium,163,0,98884888
84891,M,27,Young Adult,loyal,biz,premium,401,0,98884892
84892,F,39,Middle,loyal,pers,regular,324,0,98884893
84893,M,35,Middle,loyal,pers,premium,388,18,98884894
84895,M,54,Upper Age,loyal,pers,premium,128,0,98884896
84896,M,39,Middle,loyal,biz,premium,234,68,98884897
84897,F,39,Middle,loyal,biz,regular,324,0,98884898
84898,M,19,Young Adult,loyal,pers,premium,221,12,98884899
84902,M,33,Middle,loyal,biz,premium,212,1,98884903
84904,M,60,Elder,infrequent,biz,premium,210,5,98884905
84906,M,40,Middle,loyal,biz,regular,304,0,98884907
84910,F,36,Middle,loyal,biz,premium,169,10,98884911
84911,M,49,Upper Age,loyal,pers,regular,381,13,98884912
84913,F,32,Middle,loyal,biz,regular,435,0,98884914
84915,F,37,Middle,loyal,biz,regular,235,0,98884916
84923,M,22,Young Adult,loyal,biz,regular,167,29,98884924
84924,M,39,Middle,loyal,biz,regular,192,3,98884925
84926,F,52,Upper Age,loyal,biz,premium,293,77,98884927
84931,F,50,Upper Age,loyal,biz,regular,56,0,98884932
84932,M,45,Middle,loyal,biz,premium,225,0,98884933
84940,M,51,Upper Age,loyal,pers,regular,376,0,98884941
84945,M,60,Elder,loyal,pers,premium,79,69,98884946
84946,M,19,Young Adult,loyal,pers,regular,178,0,98884947
84948,M,49,Upper Age,loyal,biz,regular,195,10,98884949
84949,F,29,Young Adult,loyal,pers,regular,163,19,98884950
84954,F,52,Upper Age,loyal,biz,regular,69,1,98884955
84956,F,35,Middle,loyal,biz,premium,341,0,98884957
84957,M,53,Upper Age,loyal,pers,premium,153,63,98884958
84959,M,24,Young Adult,infrequent,biz,premium,205,127,98884960
84961,F,38,Middle,loyal,biz,premium,330,0,98884962
84964,F,21,Young Adult,loyal,pers,premium,145,0,98884965
84965,M,57,Upper Age,loyal,biz,regular,202,32,98884966
84968,M,28,Young Adult,loyal,biz,regular,289,6,98884969
84972,M,61,Elder,loyal,biz,premium,227,60,98884973
84973,F,46,Upper Age,loyal,biz,premium,258,14,98884974
84975,F,35,Middle,loyal,biz,premium,153,6,98884976
84977,M,26,Young Adult,infrequent,biz,premium,165,2,98884978
84978,M,29,Young Adult,loyal,pers,regular,203,0,98884979
84981,M,22,Young Adult,loyal,pers,regular,282,10,98884982
84982,M,30,Middle,loyal,pers,regular,200,0,98884983
84983,F,26,Young Adult,infrequent,biz,regular,249,0,98884984
84985,M,42,Middle,loyal,biz,premium,126,10,98884986
84986,F,49,Upper Age,loyal,biz,regular,312,0,98884987
84989,M,53,Upper Age,loyal,biz,regular,88,27,98884990
84994,F,23,Young Adult,infrequent,biz,regular,238,236,98884995
84995,M,41,Middle,loyal,biz,regular,167,0,98884996
84998,F,37,Middle,loyal,biz,premium,149,0,98884999
84999,M,35,Middle,loyal,pers,premium,164,10,98885000
85000,F,30,Middle,infrequent,biz,premium,231,0,98885001
85001,M,57,Upper Age,loyal,biz,premium,224,0,98885002
85005,M,45,Middle,loyal,pers,premium,148,0,98885006
85009,F,23,Young Adult,loyal,biz,premium,522,7,98885010
85015,F,55,Upper Age,loyal,biz,premium,315,25,98885016
85016,F,30,Middle,infrequent,biz,regular,413,0,98885017
85017,M,47,Upper Age,loyal,biz,regular,183,16,98885018
85019,F,58,Upper Age,loyal,biz,regular,272,1,98885020
85020,M,21,Young Adult,infrequent,biz,regular,217,0,98885021
85021,M,55,Upper Age,loyal,biz,premium,176,0,98885022
85024,F,56,Upper Age,loyal,pers,premium,117,8,98885025
85025,M,49,Upper Age,loyal,pers,regular,214,0,98885026
85029,M,28,Young Adult,loyal,biz,premium,324,0,98885030
85030,F,29,Young Adult,loyal,pers,premium,349,35,98885031
85032,F,20,Young Adult,infrequent,biz,regular,277,22,98885033
85033,M,38,Middle,loyal,pers,premium,171,1,98885034
85037,F,57,Upper Age,loyal,pers,premium,122,0,98885038
85038,F,52,Upper Age,loyal,biz,regular,336,0,98885039
85039,F,46,Upper Age,loyal,biz,regular,137,8,98885040
85040,F,29,Young Adult,loyal,biz,premium,506,8,98885041
85041,F,18,Young Adult,loyal,pers,regular,120,2,98885042
85042,F,27,Young Adult,loyal,biz,premium,475,20,98885043
85043,M,51,Upper Age,loyal,pers,regular,205,0,98885044
85044,F,25,Young Adult,loyal,biz,regular,141,74,98885045
85046,M,49,Upper Age,loyal,biz,premium,356,0,98885047
85047,M,45,Middle,loyal,biz,premium,176,0,98885048
85048,F,58,Upper Age,loyal,biz,premium,260,0,98885049
85050,M,51,Upper Age,loyal,biz,regular,123,18,98885051
85054,M,55,Upper Age,loyal,biz,regular,109,10,98885055
85056,F,59,Upper Age,loyal,biz,regular,390,0,98885057
85057,F,54,Upper Age,loyal,biz,regular,151,0,98885058
85058,M,69,Elder,loyal,pers,premium,176,0,98885059
85062,F,29,Young Adult,loyal,pers,regular,228,0,98885063
85064,F,38,Middle,loyal,biz,regular,248,0,98885065
85066,M,42,Middle,loyal,biz,regular,261,0,98885067
85067,M,28,Young Adult,loyal,pers,premium,174,0,98885068
85068,M,60,Elder,loyal,biz,regular,330,0,98885069
85072,F,47,Upper Age,loyal,biz,premium,92,0,98885073
85073,M,65,Elder,loyal,biz,regular,144,36,98885074
85077,M,40,Middle,loyal,biz,premium,222,2,98885078
85078,F,40,Middle,loyal,biz,regular,170,0,98885079
85080,F,65,Elder,loyal,pers,premium,67,0,98885081
85084,M,45,Middle,loyal,pers,premium,191,25,98885085
85089,F,39,Middle,infrequent,biz,regular,360,25,98885090
85092,M,59,Upper Age,loyal,pers,regular,136,0,98885093
85095,F,42,Middle,loyal,biz,regular,218,10,98885096
85099,F,23,Young Adult,loyal,pers,regular,316,20,98885100
85101,M,34,Middle,infrequent,biz,regular,326,0,98885102
85103,F,21,Young Adult,loyal,pers,regular,236,0,98885104
85104,M,67,Elder,loyal,pers,premium,236,0,98885105
85105,M,33,Middle,loyal,biz,premium,181,2,98885106
85106,M,43,Middle,loyal,biz,premium,191,97,98885107
85108,M,30,Middle,loyal,biz,premium,506,0,98885109
85110,F,54,Upper Age,loyal,biz,regular,211,38,98885111
85111,M,61,Elder,loyal,pers,regular,134,19,98885112
85112,F,69,Elder,loyal,biz,premium,57,0,98885113
85113,M,51,Upper Age,loyal,pers,regular,195,0,98885114
85116,M,59,Upper Age,loyal,pers,premium,171,0,98885117
85120,F,40,Middle,infrequent,biz,premium,346,11,98885121
85122,M,46,Upper Age,loyal,pers,premium,299,77,98885123
85130,F,37,Middle,infrequent,biz,premium,152,55,98885131
85132,M,41,Middle,loyal,pers,premium,182,0,98885133
85135,F,49,Upper Age,loyal,biz,regular,296,8,98885136
85136,F,47,Upper Age,loyal,pers,premium,88,3,98885137
85137,F,37,Middle,loyal,biz,regular,145,14,98885138
85143,F,51,Upper Age,loyal,biz,premium,228,0,98885144
85144,F,25,Young Adult,infrequent,biz,regular,347,0,98885145
85146,F,43,Middle,infrequent,biz,regular,178,48,98885147
85149,M,60,Elder,loyal,biz,premium,337,0,98885150
85150,M,47,Upper Age,loyal,pers,regular,149,11,98885151
85153,M,35,Middle,loyal,pers,regular,237,0,98885154
85154,M,51,Upper Age,loyal,pers,regular,402,0,98885155
85175,M,31,Middle,loyal,pers,premium,166,39,98885176
85176,M,20,Young Adult,infrequent,biz,premium,164,0,98885177
85178,F,41,Middle,loyal,biz,premium,177,0,98885179
85179,F,38,Middle,loyal,biz,premium,242,48,98885180
85180,F,48,Upper Age,loyal,biz,premium,572,261,98885181
85181,M,70,Elder,loyal,pers,regular,106,92,98885182
85185,F,60,Elder,loyal,pers,regular,139,0,98885186
85186,F,47,Upper Age,loyal,pers,premium,89,10,98885187
85189,F,21,Young Adult,loyal,biz,regular,215,193,98885190
85190,F,34,Middle,loyal,pers,premium,122,0,98885191
85193,M,21,Young Adult,infrequent,biz,premium,206,0,98885194
85195,M,31,Middle,loyal,pers,premium,240,28,98885196
85201,F,39,Middle,loyal,pers,premium,142,0,98885202
85202,M,43,Middle,loyal,biz,premium,91,69,98885203
85203,F,25,Young Adult,loyal,pers,regular,173,0,98885204
85207,F,46,Upper Age,infrequent,biz,regular,251,7,98885208
85210,F,43,Middle,loyal,biz,regular,246,154,98885211
85212,F,18,Young Adult,infrequent,biz,regular,134,0,98885213
85213,F,38,Middle,loyal,biz,premium,102,27,98885214
85217,F,60,Elder,loyal,pers,regular,238,0,98885218
85218,M,27,Young Adult,infrequent,biz,premium,207,5,98885219
85219,F,58,Upper Age,loyal,pers,premium,70,0,98885220
85220,M,48,Upper Age,infrequent,biz,premium,289,34,98885221
85221,M,47,Upper Age,loyal,biz,premium,155,24,98885222
85227,F,39,Middle,loyal,pers,regular,124,0,98885228
85228,M,44,Middle,loyal,biz,premium,392,10,98885229
85230,M,39,Middle,loyal,biz,premium,103,4,98885231
85231,F,53,Upper Age,loyal,biz,premium,104,9,98885232
85234,M,42,Middle,loyal,biz,premium,128,0,98885235
85236,M,22,Young Adult,loyal,pers,premium,321,12,98885237
85238,F,57,Upper Age,loyal,biz,premium,147,131,98885239
85240,M,46,Upper Age,loyal,biz,regular,185,23,98885241
85242,F,45,Middle,loyal,biz,regular,149,0,98885243
85246,F,20,Young Adult,infrequent,biz,premium,113,0,98885247
85252,M,26,Young Adult,infrequent,biz,regular,254,0,98885253
85253,M,32,Middle,infrequent,biz,premium,207,25,98885254
85255,F,34,Middle,loyal,biz,premium,222,1,98885256
85256,M,25,Young Adult,infrequent,biz,premium,213,4,98885257
85257,M,36,Middle,loyal,biz,premium,305,6,98885258
85258,M,52,Upper Age,loyal,biz,premium,379,44,98885259
85259,F,59,Upper Age,loyal,biz,premium,245,1,98885260
85260,M,25,Young Adult,loyal,pers,regular,156,56,98885261
85261,F,59,Upper Age,infrequent,biz,premium,103,33,98885262
85262,M,38,Middle,loyal,biz,premium,221,0,98885263
85263,M,29,Young Adult,loyal,biz,premium,281,81,98885264
85264,M,41,Middle,loyal,biz,premium,251,3,98885265
85265,F,45,Middle,loyal,pers,regular,92,0,98885266
85268,M,35,Middle,loyal,pers,regular,193,20,98885269
85275,M,57,Upper Age,loyal,pers,regular,198,216,98885276
85278,M,33,Middle,loyal,pers,premium,144,157,98885279
85279,F,29,Young Adult,infrequent,biz,premium,174,0,98885280
85280,F,56,Upper Age,loyal,biz,premium,90,65,98885281
85281,M,21,Young Adult,loyal,pers,regular,215,0,98885282
85283,F,42,Middle,infrequent,biz,regular,157,0,98885284
85285,M,27,Young Adult,infrequent,biz,regular,279,9,98885286
85287,M,55,Upper Age,loyal,biz,premium,98,2,98885288
85290,M,22,Young Adult,loyal,biz,regular,305,0,98885291
85293,M,69,Elder,loyal,pers,premium,172,2,98885294
85294,M,56,Upper Age,loyal,pers,regular,112,0,98885295
85295,F,44,Middle,loyal,biz,regular,243,6,98885296
85296,M,46,Upper Age,loyal,biz,premium,158,0,98885297
85300,M,48,Upper Age,loyal,biz,premium,252,9,98885301
85302,M,20,Young Adult,loyal,pers,premium,125,224,98885303
85304,F,51,Upper Age,loyal,biz,premium,224,0,98885305
85307,M,52,Upper Age,loyal,biz,premium,298,0,98885308
85308,M,25,Young Adult,loyal,pers,regular,205,4,98885309
85309,M,29,Young Adult,infrequent,biz,premium,152,2,98885310
85313,M,42,Middle,loyal,biz,regular,214,73,98885314
85314,M,41,Middle,loyal,biz,regular,146,3,98885315
85316,F,35,Middle,loyal,biz,premium,175,3,98885317
85318,M,43,Middle,loyal,biz,premium,182,0,98885319
85321,F,21,Young Adult,infrequent,biz,regular,166,60,98885322
85322,M,59,Upper Age,loyal,biz,premium,233,5,98885323
85323,M,57,Upper Age,loyal,biz,regular,203,2,98885324
85324,F,26,Young Adult,infrequent,biz,premium,210,0,98885325
85325,F,19,Young Adult,loyal,pers,regular,166,0,98885326
85328,F,50,Upper Age,loyal,biz,premium,321,22,98885329
85329,M,55,Upper Age,loyal,biz,premium,189,0,98885330
85330,F,39,Middle,loyal,biz,premium,105,0,98885331
85337,F,34,Middle,loyal,biz,regular,59,60,98885338
85338,M,22,Young Adult,loyal,biz,regular,352,37,98885339
85340,M,22,Young Adult,infrequent,biz,premium,188,0,98885341
85341,F,25,Young Adult,infrequent,biz,premium,118,0,98885342
85344,M,47,Upper Age,infrequent,biz,regular,214,0,98885345
85345,M,23,Young Adult,loyal,biz,premium,174,2,98885346
85348,M,26,Young Adult,loyal,biz,premium,152,19,98885349
85350,M,65,Elder,loyal,pers,regular,174,19,98885351
85351,F,31,Middle,loyal,biz,premium,474,0,98885352
85352,F,27,Young Adult,loyal,pers,regular,190,12,98885353
85353,M,50,Upper Age,loyal,biz,regular,75,2,98885354
85357,F,38,Middle,infrequent,biz,premium,196,0,98885358
85361,M,56,Upper Age,loyal,biz,regular,210,45,98885362
85362,M,58,Upper Age,loyal,biz,regular,119,0,98885363
85363,M,42,Middle,loyal,pers,regular,214,29,98885364
85365,F,60,Elder,loyal,biz,regular,182,66,98885366
85367,M,44,Middle,loyal,biz,premium,188,9,98885368
85369,M,40,Middle,loyal,biz,premium,269,0,98885370
85370,M,30,Middle,loyal,biz,regular,164,0,98885371
85371,M,53,Upper Age,loyal,biz,regular,176,5,98885372
85374,F,40,Middle,infrequent,biz,regular,213,27,98885375
85375,F,31,Middle,loyal,biz,premium,416,0,98885376
85381,M,55,Upper Age,loyal,biz,regular,237,7,98885382
85384,F,35,Middle,loyal,biz,regular,98,0,98885385
85385,M,28,Young Adult,loyal,pers,premium,127,36,98885386
85387,F,31,Middle,loyal,biz,regular,269,0,98885388
85388,F,27,Young Adult,loyal,biz,regular,237,3,98885389
85390,F,20,Young Adult,infrequent,biz,premium,189,0,98885391
85392,F,72,Elder,loyal,biz,regular,109,0,98885393
85395,M,32,Middle,infrequent,biz,premium,128,33,98885396
85400,M,35,Middle,loyal,biz,regular,193,0,98885401
85402,F,20,Young Adult,loyal,pers,regular,230,8,98885403
85403,F,40,Middle,loyal,biz,regular,336,0,98885404
85404,F,27,Young Adult,loyal,biz,regular,442,229,98885405
85406,F,34,Middle,loyal,biz,premium,258,3,98885407
85413,F,20,Young Adult,loyal,pers,regular,225,0,98885414
85414,F,25,Young Adult,infrequent,biz,premium,222,2,98885415
85415,F,45,Middle,loyal,biz,regular,241,0,98885416
85418,M,54,Upper Age,loyal,biz,regular,285,0,98885419
85419,M,51,Upper Age,loyal,biz,regular,210,5,98885420
85420,M,31,Middle,loyal,pers,regular,198,54,98885421
85423,M,42,Middle,infrequent,biz,premium,196,23,98885424
85424,M,46,Upper Age,loyal,biz,premium,214,0,98885425
85427,F,22,Young Adult,infrequent,biz,premium,140,138,98885428
85432,F,22,Young Adult,loyal,pers,regular,304,47,98885433
85434,F,53,Upper Age,loyal,biz,premium,77,0,98885435
85439,M,49,Upper Age,loyal,biz,regular,303,0,98885440
85441,M,37,Middle,loyal,biz,premium,208,0,98885442
85442,M,34,Middle,loyal,biz,regular,272,0,98885443
85444,M,20,Young Adult,infrequent,biz,premium,154,0,98885445
85445,F,39,Middle,loyal,biz,regular,219,62,98885446
85448,M,36,Middle,loyal,biz,premium,280,2,98885449
85449,F,19,Young Adult,loyal,biz,regular,174,0,98885450
85453,M,60,Elder,loyal,biz,regular,315,0,98885454
85454,F,30,Middle,infrequent,biz,premium,316,0,98885455
85458,M,55,Upper Age,loyal,pers,regular,177,130,98885459
85459,M,46,Upper Age,loyal,biz,regular,54,117,98885460
85461,M,34,Middle,loyal,pers,regular,152,11,98885462
85462,F,36,Middle,infrequent,biz,regular,162,61,98885463
85463,F,45,Middle,loyal,biz,regular,267,0,98885464
85464,F,26,Young Adult,infrequent,biz,regular,181,0,98885465
85468,F,52,Upper Age,loyal,biz,premium,64,0,98885469
85473,F,46,Upper Age,loyal,biz,regular,54,0,98885474
85476,F,50,Upper Age,infrequent,biz,regular,278,31,98885477
85477,M,59,Upper Age,loyal,biz,regular,216,0,98885478
85479,M,47,Upper Age,loyal,biz,premium,172,14,98885480
85482,F,46,Upper Age,infrequent,biz,premium,197,0,98885483
85483,M,26,Young Adult,loyal,biz,regular,407,15,98885484
85485,M,37,Middle,loyal,pers,regular,252,0,98885486
85487,M,30,Middle,loyal,pers,regular,188,0,98885488
85488,F,23,Young Adult,loyal,biz,regular,133,0,98885489
85491,M,42,Middle,infrequent,biz,regular,168,8,98885492
85496,M,29,Young Adult,loyal,pers,premium,184,0,98885497
85497,M,45,Middle,loyal,pers,premium,144,0,98885498
85498,M,41,Middle,loyal,pers,regular,183,16,98885499
85503,F,36,Middle,infrequent,biz,premium,144,1,98885504
85504,M,22,Young Adult,loyal,pers,premium,330,240,98885505
85506,M,19,Young Adult,loyal,pers,regular,262,17,98885507
85507,M,38,Middle,loyal,pers,premium,180,2,98885508
85512,F,40,Middle,infrequent,biz,regular,149,0,98885513
85513,F,41,Middle,loyal,biz,premium,367,0,98885514
85515,F,46,Upper Age,loyal,biz,regular,279,0,98885516
85517,M,44,Middle,loyal,biz,regular,138,3,98885518
85521,M,25,Young Adult,loyal,biz,premium,176,45,98885522
85525,F,32,Middle,loyal,biz,premium,156,23,98885526
85529,F,54,Upper Age,loyal,biz,premium,247,97,98885530
85530,F,43,Middle,loyal,biz,premium,61,2,98885531
85532,M,33,Middle,loyal,pers,premium,240,0,98885533
85533,F,50,Upper Age,loyal,biz,regular,65,0,98885534
85536,M,24,Young Adult,infrequent,biz,premium,287,0,98885537
85537,F,52,Upper Age,loyal,biz,premium,145,34,98885538
85538,M,55,Upper Age,loyal,biz,regular,135,0,98885539
85539,F,48,Upper Age,loyal,biz,regular,393,11,98885540
85540,F,30,Middle,loyal,biz,premium,256,15,98885541
85542,M,45,Middle,loyal,biz,regular,254,0,98885543
85543,M,58,Upper Age,loyal,pers,regular,246,0,98885544
85544,F,66,Elder,loyal,pers,premium,60,10,98885545
85545,F,20,Young Adult,loyal,pers,premium,265,0,98885546
85550,M,19,Young Adult,loyal,pers,regular,185,4,98885551
85553,M,18,Young Adult,loyal,pers,premium,291,0,98885554
85555,F,19,Young Adult,loyal,biz,regular,310,0,98885556
85558,M,40,Middle,loyal,biz,premium,202,182,98885559
85563,M,22,Young Adult,infrequent,biz,premium,169,4,98885564
85566,F,53,Upper Age,loyal,pers,regular,78,26,98885567
85570,M,39,Middle,infrequent,biz,regular,168,0,98885571
85572,M,32,Middle,loyal,pers,regular,201,233,98885573
85577,M,35,Middle,loyal,biz,premium,295,0,98885578
85578,F,64,Elder,loyal,pers,premium,109,166,98885579
85579,M,55,Upper Age,loyal,biz,regular,328,0,98885580
85581,F,45,Middle,loyal,pers,premium,98,0,98885582
85583,F,32,Middle,loyal,pers,premium,169,0,98885584
85586,M,18,Young Adult,loyal,pers,regular,144,19,98885587
85589,F,42,Middle,loyal,biz,regular,187,7,98885590
85591,F,37,Middle,infrequent,biz,premium,117,253,98885592
85593,M,47,Upper Age,loyal,pers,premium,131,0,98885594
85595,F,39,Middle,loyal,biz,premium,139,0,98885596
85596,M,50,Upper Age,loyal,pers,premium,229,20,98885597
85602,F,40,Middle,loyal,biz,regular,96,0,98885603
85603,F,22,Young Adult,loyal,biz,regular,453,43,98885604
85604,M,30,Middle,loyal,biz,regular,310,2,98885605
85606,F,39,Middle,loyal,biz,premium,330,0,98885607
85610,F,29,Young Adult,loyal,biz,regular,379,11,98885611
85611,M,18,Young Adult,infrequent,biz,regular,190,3,98885612
85612,M,46,Upper Age,loyal,biz,premium,246,4,98885613
85613,F,24,Young Adult,infrequent,biz,regular,210,4,98885614
85615,F,61,Elder,loyal,pers,regular,55,23,98885616
