,Satisfied,Seat_Comfort,Catering,Online_Support,Cleanliness,Catering,Onboard_Service,num_sat
70837,yes,Good,Good,Good,Good,Good,Good,1
70840,yes,Poor,Poor,Good,Good,Poor,Good,1
70842,no,Acceptable,Poor,Poor,Poor,Poor,Acceptable,0
70843,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,0
70845,no,Good,Good,Acceptable,Good,Good,Poor,0
70850,yes,Good,Good,Good,Good,Good,Poor,1
70851,no,Poor,Good,Acceptable,Poor,Good,Poor,0
70854,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Good,0
70855,yes,Poor,Poor,Good,Good,Poor,Good,1
70857,no,Poor,Poor,Good,Poor,Poor,Poor,0
70862,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Acceptable,0
70865,no,Acceptable,Good,Acceptable,Acceptable,Good,Good,0
70866,yes,Good,Poor,Good,Good,Poor,Good,1
70871,yes,Poor,Poor,Good,Good,Poor,Good,1
70876,yes,Good,Good,Poor,Good,Good,Acceptable,1
70877,yes,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,1
70878,yes,Poor,Poor,Good,Good,Poor,Good,1
70879,no,Acceptable,Poor,Poor,Acceptable,Poor,Poor,0
70881,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
70882,yes,Poor,Poor,Poor,Good,Poor,Poor,1
70883,yes,Good,Good,Poor,Good,Good,Good,1
70884,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
70885,yes,Poor,Poor,Good,Good,Poor,Good,1
70887,no,Good,Good,Acceptable,Good,Good,Good,0
70888,yes,Poor,Poor,Good,Good,Poor,Good,1
70889,yes,Good,Good,Poor,Good,Good,Acceptable,1
70894,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70895,yes,Good,Good,Acceptable,Good,Good,Acceptable,1
70896,no,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,0
70898,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
70903,yes,Good,Good,Good,Good,Good,Good,1
70905,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
70906,no,Good,Poor,Good,Good,Poor,Good,0
70908,yes,Good,Good,Good,Poor,Good,Poor,1
70910,no,Poor,Poor,Good,Good,Poor,Good,0
70912,yes,Good,Good,Good,Poor,Good,Acceptable,1
70913,yes,Good,Good,Good,Good,Good,Good,1
70914,no,Acceptable,Poor,Poor,Poor,Poor,Good,0
70915,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
70916,yes,Poor,Poor,Good,Good,Poor,Good,1
70920,no,Good,Poor,Good,Good,Poor,Good,0
70921,no,Poor,Poor,Good,Good,Poor,Good,0
70922,yes,Poor,Poor,Good,Good,Poor,Good,1
70923,yes,Good,Good,Good,Poor,Good,Poor,1
70924,yes,Good,Poor,Good,Poor,Poor,Acceptable,1
70925,yes,Good,Good,Good,Good,Good,Good,1
70926,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
70927,yes,Good,Acceptable,Acceptable,Good,Acceptable,Good,1
70933,no,Poor,Poor,Poor,Good,Poor,Good,0
70935,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
70936,yes,Poor,Poor,Good,Good,Poor,Good,1
70937,yes,Good,Good,Poor,Good,Good,Acceptable,1
70943,yes,Good,Good,Poor,Good,Good,Good,1
70944,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
70948,no,Poor,Poor,Acceptable,Poor,Poor,Good,0
70949,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
70950,yes,Good,Good,Good,Good,Good,Good,1
70953,yes,Poor,Poor,Good,Poor,Poor,Acceptable,1
70954,yes,Good,Poor,Acceptable,Poor,Poor,Good,1
70956,yes,Poor,Poor,Good,Good,Poor,Good,1
70959,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
70961,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
70963,no,Poor,Good,Poor,Acceptable,Good,Acceptable,0
70968,yes,Good,Good,Good,Good,Good,Poor,1
70972,no,Poor,Good,Poor,Good,Good,Acceptable,0
70973,yes,Good,Poor,Good,Poor,Poor,Good,1
70974,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
70976,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Poor,0
70977,no,Poor,Poor,Acceptable,Good,Poor,Good,0
70979,yes,Good,Good,Good,Good,Good,Good,1
70981,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
70984,yes,Good,Good,Good,Good,Good,Good,1
70985,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
70987,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
70990,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Good,0
70992,yes,Poor,Poor,Good,Good,Poor,Good,1
70993,yes,Good,Good,Good,Good,Good,Good,1
70995,no,Good,Good,Good,Good,Good,Acceptable,0
70998,no,Poor,Poor,Acceptable,Acceptable,Poor,Poor,0
70999,no,Acceptable,Good,Poor,Good,Good,Good,0
71001,yes,Good,Good,Good,Good,Good,Good,1
71003,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
71005,no,Poor,Poor,Good,Poor,Poor,Poor,0
71006,no,Poor,Poor,Good,Poor,Poor,Poor,0
71012,yes,Poor,Poor,Good,Good,Poor,Good,1
71013,no,Good,Good,Good,Good,Good,Poor,0
71015,yes,Acceptable,Acceptable,Poor,Good,Acceptable,Good,1
71017,yes,Poor,Poor,Good,Good,Poor,Good,1
71020,no,Poor,Poor,Good,Good,Poor,Poor,0
71023,no,Poor,Poor,Poor,Good,Poor,Good,0
71024,yes,Poor,Poor,Good,Good,Poor,Good,1
71026,no,Acceptable,Good,Poor,Good,Good,Poor,0
71028,yes,Acceptable,Good,Good,Good,Good,Good,1
71030,no,Poor,Acceptable,Good,Acceptable,Acceptable,Poor,0
71031,yes,Good,Good,Good,Good,Good,Good,1
71032,yes,Poor,Poor,Good,Good,Poor,Good,1
71040,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
71042,no,Good,Good,Good,Good,Good,Poor,0
71046,yes,Poor,Acceptable,Poor,Poor,Acceptable,Poor,1
71047,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71048,yes,Good,Good,Good,Good,Good,Poor,1
71049,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71050,no,Poor,Poor,Good,Poor,Poor,Poor,0
71051,yes,Poor,Poor,Good,Good,Poor,Good,1
71052,no,Poor,Poor,Good,Good,Poor,Good,0
71055,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
71056,yes,Good,Good,Poor,Good,Good,Good,1
71057,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71058,no,Poor,Poor,Poor,Poor,Poor,Poor,0
71059,no,Poor,Good,Poor,Poor,Good,Good,0
71064,no,Poor,Poor,Poor,Acceptable,Poor,Good,0
71065,no,Good,Good,Good,Good,Good,Acceptable,0
71069,no,Good,Good,Poor,Good,Good,Acceptable,0
71070,yes,Good,Good,Good,Poor,Good,Good,1
71073,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
71076,yes,Good,Good,Acceptable,Good,Good,Good,1
71078,no,Good,Good,Acceptable,Poor,Good,Good,0
71079,yes,Good,Good,Poor,Good,Good,Good,1
71080,yes,Acceptable,Poor,Good,Good,Poor,Poor,1
71081,yes,Acceptable,Poor,Good,Good,Poor,Good,1
71082,no,Acceptable,Acceptable,Good,Poor,Acceptable,Poor,0
71083,no,Acceptable,Poor,Acceptable,Good,Poor,Good,0
71085,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
71088,yes,Good,Good,Good,Poor,Good,Good,1
71091,yes,Good,Good,Good,Good,Good,Good,1
71098,yes,Good,Good,Acceptable,Good,Good,Good,1
71101,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71108,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
71109,no,Poor,Poor,Good,Poor,Poor,Poor,0
71111,no,Good,Good,Good,Good,Good,Good,0
71112,no,Poor,Poor,Good,Good,Poor,Poor,0
71116,yes,Good,Good,Good,Good,Good,Good,1
71118,no,Poor,Poor,Good,Acceptable,Poor,Good,0
71120,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
71126,yes,Poor,Poor,Good,Good,Poor,Good,1
71129,no,Acceptable,Good,Good,Acceptable,Good,Acceptable,0
71132,no,Poor,Good,Poor,Acceptable,Good,Good,0
71133,yes,Good,Good,Good,Good,Good,Good,1
71137,yes,Good,Good,Good,Good,Good,Good,1
71139,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
71141,yes,Good,Good,Poor,Good,Good,Good,1
71142,no,Poor,Poor,Good,Good,Poor,Good,0
71143,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71145,yes,Good,Good,Good,Good,Good,Good,1
71146,yes,Poor,Poor,Good,Good,Poor,Good,1
71147,yes,Poor,Poor,Good,Acceptable,Poor,Good,1
71151,no,Poor,Good,Good,Good,Good,Acceptable,0
71153,no,Acceptable,Good,Acceptable,Poor,Good,Acceptable,0
71154,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71155,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
71157,yes,Poor,Poor,Good,Good,Poor,Good,1
71158,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Poor,0
71159,yes,Poor,Poor,Good,Good,Poor,Good,1
71161,yes,Good,Poor,Good,Good,Poor,Good,1
71163,yes,Good,Good,Good,Good,Good,Good,1
71164,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
71165,yes,Good,Good,Good,Good,Good,Good,1
71167,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71169,yes,Poor,Poor,Good,Good,Poor,Good,1
71170,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
71171,yes,Poor,Poor,Poor,Good,Poor,Good,1
71172,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
71176,no,Good,Good,Poor,Good,Good,Acceptable,0
71179,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71180,no,Acceptable,Poor,Poor,Good,Poor,Acceptable,0
71181,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
71184,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71186,no,Poor,Poor,Acceptable,Good,Poor,Good,0
71187,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
71188,yes,Acceptable,Good,Good,Good,Good,Good,1
71190,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71192,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
71194,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71197,yes,Good,Good,Good,Good,Good,Good,1
71198,yes,Good,Good,Poor,Good,Good,Poor,1
71201,yes,Good,Poor,Good,Acceptable,Poor,Good,1
71203,yes,Poor,Poor,Poor,Acceptable,Poor,Poor,1
71205,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
71206,no,Acceptable,Poor,Acceptable,Good,Poor,Good,0
71207,yes,Good,Good,Acceptable,Good,Good,Good,1
71208,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Good,0
71211,yes,Poor,Poor,Good,Good,Poor,Good,1
71212,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71213,yes,Good,Good,Acceptable,Good,Good,Good,1
71216,yes,Good,Poor,Good,Good,Poor,Poor,1
71217,yes,Poor,Poor,Good,Good,Poor,Good,1
71218,yes,Good,Good,Good,Good,Good,Good,1
71220,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71224,no,Poor,Good,Acceptable,Poor,Good,Poor,0
71225,yes,Good,Good,Good,Good,Good,Good,1
71226,no,Good,Good,Acceptable,Good,Good,Good,0
71228,yes,Good,Good,Good,Good,Good,Good,1
71233,yes,Good,Good,Good,Good,Good,Good,1
71236,no,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,0
71239,yes,Poor,Acceptable,Good,Acceptable,Acceptable,Good,1
71243,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71247,yes,Good,Good,Good,Good,Good,Good,1
71248,yes,Good,Good,Good,Good,Good,Good,1
71252,yes,Good,Good,Good,Good,Good,Good,1
71257,no,Good,Poor,Good,Good,Poor,Poor,0
71262,no,Poor,Poor,Acceptable,Acceptable,Poor,Good,0
71265,yes,Good,Good,Acceptable,Poor,Good,Acceptable,1
71266,no,Poor,Good,Acceptable,Poor,Good,Poor,0
71268,yes,Good,Good,Poor,Good,Good,Good,1
71269,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
71271,no,Poor,Poor,Poor,Poor,Poor,Poor,0
71272,yes,Good,Good,Good,Good,Good,Good,1
71273,no,Acceptable,Poor,Acceptable,Acceptable,Poor,Acceptable,0
71276,yes,Good,Good,Good,Good,Good,Good,1
71277,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71278,no,Poor,Poor,Acceptable,Poor,Poor,Poor,0
71282,no,Poor,Good,Poor,Good,Good,Good,0
71284,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
71285,yes,Good,Good,Good,Acceptable,Good,Poor,1
71286,no,Good,Acceptable,Poor,Good,Acceptable,Good,0
71289,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71291,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
71294,no,Acceptable,Acceptable,Poor,Good,Acceptable,Acceptable,0
71300,no,Poor,Poor,Good,Poor,Poor,Poor,0
71301,yes,Good,Good,Good,Acceptable,Good,Good,1
71303,yes,Good,Good,Good,Acceptable,Good,Poor,1
71304,no,Poor,Poor,Good,Good,Poor,Good,0
71307,no,Poor,Poor,Poor,Good,Poor,Poor,0
71309,no,Good,Good,Poor,Good,Good,Good,0
71310,no,Good,Good,Acceptable,Good,Good,Good,0
71311,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71313,no,Poor,Good,Poor,Poor,Good,Poor,0
71317,yes,Good,Poor,Acceptable,Poor,Poor,Good,1
71319,yes,Poor,Poor,Good,Good,Poor,Good,1
71320,no,Good,Good,Good,Good,Good,Poor,0
71324,no,Poor,Poor,Good,Good,Poor,Good,0
71325,yes,Poor,Poor,Good,Good,Poor,Good,1
71326,yes,Poor,Poor,Good,Good,Poor,Good,1
71327,no,Good,Acceptable,Good,Poor,Acceptable,Good,0
71334,no,Acceptable,Acceptable,Good,Poor,Acceptable,Good,0
71335,no,Poor,Poor,Good,Good,Poor,Good,0
71338,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
71339,yes,Poor,Poor,Good,Good,Poor,Good,1
71341,yes,Good,Poor,Good,Good,Poor,Good,1
71344,no,Poor,Acceptable,Good,Good,Acceptable,Poor,0
71345,yes,Poor,Good,Poor,Acceptable,Good,Poor,1
71350,yes,Good,Good,Good,Good,Good,Good,1
71353,no,Poor,Acceptable,Poor,Poor,Acceptable,Poor,0
71354,no,Good,Poor,Acceptable,Good,Poor,Good,0
71356,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
71358,yes,Good,Good,Good,Acceptable,Good,Good,1
71359,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71361,no,Poor,Poor,Poor,Acceptable,Poor,Poor,0
71364,yes,Poor,Poor,Poor,Good,Poor,Acceptable,1
71365,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,0
71366,yes,Good,Good,Good,Good,Good,Good,1
71368,no,Poor,Poor,Poor,Good,Poor,Poor,0
71369,yes,Good,Good,Good,Good,Good,Good,1
71370,yes,Good,Good,Poor,Good,Good,Good,1
71371,yes,Good,Acceptable,Good,Acceptable,Acceptable,Good,1
71374,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
71375,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71376,yes,Poor,Poor,Good,Good,Poor,Good,1
71378,no,Good,Good,Good,Acceptable,Good,Good,0
71380,no,Good,Good,Good,Good,Good,Good,0
71381,no,Poor,Poor,Poor,Good,Poor,Good,0
71382,yes,Poor,Poor,Good,Good,Poor,Acceptable,1
71384,yes,Good,Good,Good,Good,Good,Good,1
71385,yes,Poor,Poor,Good,Good,Poor,Good,1
71387,no,Poor,Acceptable,Poor,Acceptable,Acceptable,Acceptable,0
71392,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
71393,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71394,no,Poor,Poor,Good,Good,Poor,Good,0
71395,no,Poor,Poor,Poor,Good,Poor,Good,0
71396,no,Poor,Good,Poor,Good,Good,Good,0
71397,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
71398,yes,Good,Good,Good,Good,Good,Good,1
71399,no,Poor,Poor,Acceptable,Poor,Poor,Good,0
71400,yes,Good,Good,Good,Good,Good,Good,1
71401,yes,Acceptable,Good,Acceptable,Poor,Good,Poor,1
71403,no,Poor,Poor,Good,Good,Poor,Poor,0
71406,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
71408,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71413,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Poor,0
71414,no,Poor,Poor,Acceptable,Good,Poor,Good,0
71416,yes,Good,Poor,Good,Good,Poor,Poor,1
71418,no,Acceptable,Acceptable,Poor,Acceptable,Acceptable,Good,0
71421,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71423,no,Poor,Good,Poor,Good,Good,Poor,0
71424,yes,Poor,Poor,Good,Good,Poor,Good,1
71425,yes,Good,Good,Good,Good,Good,Good,1
71426,yes,Good,Good,Poor,Acceptable,Good,Good,1
71427,yes,Good,Good,Acceptable,Good,Good,Good,1
71430,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor,0
71434,no,Poor,Poor,Good,Good,Poor,Acceptable,0
71437,yes,Good,Poor,Poor,Acceptable,Poor,Acceptable,1
71441,yes,Poor,Poor,Good,Good,Poor,Good,1
71442,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
71443,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71445,yes,Good,Good,Acceptable,Good,Good,Good,1
71446,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
71450,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71452,yes,Poor,Poor,Good,Good,Poor,Good,1
71454,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71457,no,Poor,Poor,Acceptable,Acceptable,Poor,Acceptable,0
71458,no,Good,Good,Poor,Poor,Good,Poor,0
71459,yes,Good,Good,Good,Good,Good,Good,1
71461,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
71462,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71463,yes,Good,Good,Poor,Good,Good,Acceptable,1
71465,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
71470,yes,Good,Good,Good,Good,Good,Good,1
71471,yes,Good,Good,Good,Good,Good,Good,1
71479,yes,Good,Good,Good,Good,Good,Good,1
71481,no,Acceptable,Good,Acceptable,Good,Good,Acceptable,0
71483,no,Good,Good,Poor,Poor,Good,Acceptable,0
71484,no,Good,Acceptable,Good,Acceptable,Acceptable,Good,0
71485,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,0
71486,yes,Good,Poor,Good,Good,Poor,Good,1
71487,no,Poor,Good,Poor,Good,Good,Poor,0
71491,yes,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,1
71495,no,Acceptable,Acceptable,Poor,Good,Acceptable,Poor,0
71498,yes,Poor,Poor,Good,Good,Poor,Good,1
71499,yes,Good,Good,Good,Good,Good,Good,1
71504,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71506,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
71507,no,Poor,Poor,Good,Acceptable,Poor,Acceptable,0
71511,no,Poor,Poor,Good,Acceptable,Poor,Poor,0
71512,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71513,no,Poor,Poor,Acceptable,Good,Poor,Good,0
71515,no,Poor,Poor,Good,Poor,Poor,Poor,0
71516,yes,Good,Good,Good,Poor,Good,Good,1
71519,yes,Poor,Good,Good,Good,Good,Good,1
71522,no,Poor,Acceptable,Good,Poor,Acceptable,Poor,0
71524,no,Good,Good,Poor,Good,Good,Good,0
71525,yes,Poor,Poor,Good,Good,Poor,Good,1
71526,no,Good,Good,Poor,Good,Good,Good,0
71527,yes,Poor,Acceptable,Good,Good,Acceptable,Good,1
71528,yes,Good,Good,Good,Poor,Good,Poor,1
71530,no,Good,Good,Good,Good,Good,Good,0
71531,yes,Poor,Poor,Good,Good,Poor,Good,1
71532,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
71534,yes,Good,Poor,Good,Poor,Poor,Poor,1
71535,no,Poor,Poor,Poor,Poor,Poor,Poor,0
71536,yes,Good,Good,Acceptable,Good,Good,Acceptable,1
71537,yes,Poor,Poor,Good,Acceptable,Poor,Acceptable,1
71544,yes,Poor,Poor,Good,Good,Poor,Good,1
71545,no,Poor,Good,Poor,Acceptable,Good,Acceptable,0
71546,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
71549,yes,Good,Good,Poor,Good,Good,Good,1
71550,no,Acceptable,Good,Acceptable,Acceptable,Good,Acceptable,0
71551,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Poor,0
71552,yes,Good,Good,Good,Good,Good,Good,1
71554,yes,Acceptable,Good,Good,Good,Good,Good,1
71555,yes,Acceptable,Acceptable,Good,Good,Acceptable,Acceptable,1
71557,yes,Good,Good,Good,Good,Good,Good,1
71559,yes,Good,Good,Good,Good,Good,Good,1
71561,yes,Acceptable,Good,Acceptable,Poor,Good,Poor,1
71562,no,Poor,Poor,Good,Good,Poor,Good,0
71563,yes,Good,Good,Good,Good,Good,Good,1
71564,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71566,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
71570,yes,Good,Acceptable,Good,Poor,Acceptable,Poor,1
71572,yes,Good,Acceptable,Good,Acceptable,Acceptable,Poor,1
71573,no,Poor,Poor,Acceptable,Good,Poor,Acceptable,0
71576,no,Poor,Poor,Acceptable,Poor,Poor,Acceptable,0
71577,no,Acceptable,Poor,Acceptable,Good,Poor,Acceptable,0
71582,no,Acceptable,Acceptable,Acceptable,Poor,Acceptable,Poor,0
71584,yes,Poor,Poor,Good,Good,Poor,Good,1
71585,yes,Good,Acceptable,Good,Good,Acceptable,Good,1
71586,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71587,no,Acceptable,Good,Poor,Acceptable,Good,Poor,0
71591,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71593,yes,Poor,Good,Good,Good,Good,Poor,1
71594,yes,Good,Poor,Good,Good,Poor,Good,1
71595,yes,Poor,Poor,Good,Good,Poor,Good,1
71596,no,Poor,Poor,Good,Good,Poor,Good,0
71597,yes,Good,Good,Good,Poor,Good,Poor,1
71599,yes,Poor,Poor,Good,Good,Poor,Good,1
71600,yes,Poor,Poor,Good,Good,Poor,Good,1
71601,yes,Good,Good,Good,Good,Good,Poor,1
71602,yes,Good,Good,Good,Poor,Good,Poor,1
71607,yes,Good,Good,Good,Good,Good,Good,1
71608,yes,Good,Good,Poor,Good,Good,Good,1
71611,yes,Poor,Poor,Good,Good,Poor,Good,1
71612,yes,Good,Good,Poor,Good,Good,Acceptable,1
71614,yes,Good,Good,Good,Good,Good,Good,1
71615,yes,Good,Good,Good,Poor,Good,Good,1
71619,yes,Poor,Poor,Good,Poor,Poor,Poor,1
71626,no,Poor,Poor,Acceptable,Good,Poor,Good,0
71627,yes,Good,Good,Good,Good,Good,Good,1
71628,yes,Good,Poor,Good,Good,Poor,Good,1
71629,yes,Poor,Poor,Good,Good,Poor,Good,1
71632,no,Acceptable,Good,Acceptable,Good,Good,Poor,0
71633,no,Poor,Poor,Good,Poor,Poor,Poor,0
71634,yes,Good,Poor,Good,Good,Poor,Good,1
71636,yes,Good,Good,Poor,Good,Good,Good,1
71641,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
71642,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71643,yes,Good,Good,Poor,Good,Good,Good,1
71645,yes,Poor,Poor,Good,Good,Poor,Good,1
71647,yes,Good,Good,Good,Good,Good,Poor,1
71648,yes,Poor,Poor,Good,Good,Poor,Good,1
71650,no,Good,Good,Acceptable,Good,Good,Acceptable,0
71652,no,Acceptable,Good,Acceptable,Good,Good,Good,0
71653,yes,Good,Good,Good,Poor,Good,Good,1
71654,no,Acceptable,Acceptable,Good,Good,Acceptable,Good,0
71655,yes,Poor,Poor,Good,Good,Poor,Good,1
71657,no,Acceptable,Good,Acceptable,Good,Good,Acceptable,0
71660,no,Poor,Poor,Acceptable,Poor,Poor,Good,0
71661,no,Acceptable,Acceptable,Acceptable,Good,Acceptable,Good,0
71662,no,Poor,Acceptable,Poor,Good,Acceptable,Poor,0
71663,yes,Poor,Poor,Good,Acceptable,Poor,Good,1
71665,yes,Poor,Poor,Good,Good,Poor,Good,1
71669,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71670,yes,Poor,Poor,Good,Good,Poor,Good,1
71672,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
71673,no,Acceptable,Acceptable,Good,Acceptable,Acceptable,Acceptable,0
71674,yes,Good,Good,Good,Acceptable,Good,Acceptable,1
71676,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
71677,no,Good,Poor,Good,Acceptable,Poor,Acceptable,0
71678,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71679,no,Good,Good,Good,Good,Good,Poor,0
71680,no,Poor,Poor,Poor,Good,Poor,Poor,0
71681,yes,Good,Good,Good,Good,Good,Good,1
71682,yes,Acceptable,Good,Good,Acceptable,Good,Acceptable,1
71683,no,Acceptable,Good,Acceptable,Acceptable,Good,Poor,0
71684,no,Good,Good,Poor,Good,Good,Poor,0
71686,yes,Good,Good,Good,Good,Good,Good,1
71688,no,Poor,Poor,Poor,Acceptable,Poor,Acceptable,0
71689,no,Acceptable,Poor,Acceptable,Poor,Poor,Poor,0
71693,yes,Good,Good,Acceptable,Good,Good,Good,1
71694,yes,Poor,Poor,Acceptable,Good,Poor,Good,1
71695,no,Good,Good,Acceptable,Acceptable,Good,Poor,0
71697,yes,Poor,Good,Poor,Poor,Good,Poor,1
71698,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71699,yes,Good,Good,Good,Good,Good,Good,1
71701,no,Poor,Poor,Poor,Good,Poor,Acceptable,0
71703,yes,Poor,Poor,Poor,Poor,Poor,Poor,1
71707,yes,Poor,Poor,Good,Good,Poor,Good,1
71708,no,Good,Good,Good,Good,Good,Poor,0
71709,no,Acceptable,Acceptable,Poor,Poor,Acceptable,Good,0
71711,no,Acceptable,Poor,Good,Acceptable,Poor,Acceptable,0
71712,yes,Acceptable,Acceptable,Good,Good,Acceptable,Good,1
71715,yes,Good,Poor,Good,Good,Poor,Good,1
71716,yes,Good,Good,Good,Good,Good,Acceptable,1
71718,yes,Good,Good,Good,Good,Good,Acceptable,1
71719,yes,Good,Good,Good,Acceptable,Good,Good,1
71720,no,Poor,Poor,Poor,Good,Poor,Good,0
71724,yes,Good,Good,Good,Good,Good,Acceptable,1
71725,no,Poor,Poor,Acceptable,Good,Poor,Good,0
71726,no,Good,Good,Acceptable,Good,Good,Acceptable,0
71731,no,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Good,0
71732,yes,Acceptable,Poor,Good,Poor,Poor,Good,1
71735,no,Acceptable,Acceptable,Poor,Good,Acceptable,Good,0
